nm_id,cost_price_rub,retail_price_rub,margin_pct,max_drr_pct,wb_commission_pct,logistics_rub,volume_priority
754549033,,,,15,,,balanced
866360474,,,,15,,,balanced
929900180,,,,15,,,balanced
869367544,,,,15,,,balanced
1001645746,,,,15,,,balanced
624468743,,,,15,,,balanced
754427875,,,,15,,,balanced
629004626,,,,15,,,balanced
754606396,,,,15,,,balanced
1085061548,,,,15,,,balanced
